LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,SequenceID,BlockId,HasBlockId,ContentLength,TokenCount,Label,HasGroundTruth,EventTemplateCode,TemplateFrequency,ComponentFrequency,LevelFrequency,BlockFrequency,IsRareTemplate,PrevSameTemplate,PrevSameComponent,WindowTemplateUniques,SequenceDelta,anomaly_score,anomaly_threshold,is_anomaly,rank,dbscan_is_anomaly,detector_agreement
287,81110,20325,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.210:50010 is added to blk_-6995454028444097802 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,286,blk_-6995454028444097802,1,122,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3349979394453232,0.3595655632374373,0,1122,1,0
288,81110,20357,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_344934934043642744 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,287,blk_344934934043642744,1,117,11,Unknown,0,3,314,659,1920,1,0,1,1,5.0,1.0,0.3519139621731998,0.3595655632374373,0,247,1,0
289,81110,20458,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_4984720043834039361 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,288,blk_4984720043834039361,1,120,11,Unknown,0,3,314,659,1920,1,0,1,1,5.0,1.0,0.34993138262253914,0.3595655632374373,0,298,1,0
290,81110,20509,6043,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6398122733993275620 src: /10.251.111.80:53737 dest: /10.251.111.80:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,289,blk_6398122733993275620,1,92,7,Unknown,0,12,292,454,1920,1,0,0,0,5.0,1.0,0.33037582865260035,0.3595655632374373,0,1461,1,0
291,81110,20632,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_325981833999429148 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,290,blk_325981833999429148,1,120,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3402155720906042,0.3595655632374373,0,886,1,0
292,81110,20724,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_2568309208894455676 is added to invalidSet of 10.251.31.160:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,291,blk_2568309208894455676,1,95,9,Unknown,0,5,224,659,1920,1,0,0,1,6.0,1.0,0.3388953182897529,0.3595655632374373,0,939,1,0
293,81110,22226,6281,INFO,dfs.DataNode$DataXceiver,10.250.19.16:50010 Served block blk_1078000656626961731 to /10.250.19.16,E1,<*>:<*> Served block blk_<*> to /<*>,292,blk_1078000656626961731,1,72,6,Unknown,0,0,80,454,1920,1,1,0,0,7.0,1.0,0.34372861740659144,0.3595655632374373,0,642,1,0
294,81110,23456,6415,WARN,dfs.DataNode$DataXceiver,10.251.67.225:50010:Got exception while serving blk_-6900989714336081087 to /10.251.25.237:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,293,blk_-6900989714336081087,1,91,7,Unknown,0,2,80,454,80,1,1,0,1,8.0,1.0,0.3665403483398841,0.3595655632374373,1,41,1,1
295,81110,24834,6371,INFO,dfs.DataNode$DataXceiver,10.251.126.227:50010 Served block blk_-8306714721294235181 to /10.251.126.227,E1,<*>:<*> Served block blk_<*> to /<*>,294,blk_-8306714721294235181,1,77,6,Unknown,0,0,80,454,1920,1,1,0,1,8.0,1.0,0.34587964891003514,0.3595655632374373,0,509,1,0
296,81110,30331,6561,WARN,dfs.DataNode$DataXceiver,10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,295,blk_-8023826090828946372,1,92,7,Unknown,0,2,80,454,80,1,1,0,1,8.0,1.0,0.379091337993699,0.3595655632374373,1,1,1,1
297,81110,30942,6646,WARN,dfs.DataNode$DataXceiver,10.251.31.5:50010:Got exception while serving blk_-1367876730256254709 to /10.251.67.225:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,296,blk_-1367876730256254709,1,89,7,Unknown,0,2,80,454,80,1,1,1,1,7.0,1.0,0.365431373966323,0.3595655632374373,1,47,1,1
298,81110,31019,6604,INFO,dfs.DataNode$DataXceiver,10.251.126.83:50010 Served block blk_-3860894070657427592 to /10.251.126.83,E1,<*>:<*> Served block blk_<*> to /<*>,297,blk_-3860894070657427592,1,75,6,Unknown,0,0,80,454,1920,1,1,0,1,7.0,1.0,0.34259208930824187,0.3595655632374373,0,720,1,0
299,81110,32126,6555,WARN,dfs.DataNode$DataXceiver,10.251.26.8:50010:Got exception while serving blk_-7983508786213002472 to /10.251.38.197:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,298,blk_-7983508786213002472,1,89,7,Unknown,0,2,80,454,80,1,1,0,1,7.0,1.0,0.3624387219012593,0.3595655632374373,1,66,1,1
300,81110,35357,6606,INFO,dfs.DataNode$DataXceiver,10.251.71.97:50010 Served block blk_5454332143498402824 to /10.250.15.67,E1,<*>:<*> Served block blk_<*> to /<*>,299,blk_5454332143498402824,1,72,6,Unknown,0,0,80,454,1920,1,1,0,1,7.0,1.0,0.3457996600803608,0.3595655632374373,0,516,1,0
301,81110,40800,6739,INFO,dfs.DataNode$DataXceiver,10.250.6.214:50010 Served block blk_-3384560576963801177 to /10.250.6.214,E1,<*>:<*> Served block blk_<*> to /<*>,300,blk_-3384560576963801177,1,73,6,Unknown,0,0,80,454,1920,1,1,1,1,7.0,1.0,0.3503124108955114,0.3595655632374373,0,282,1,0
302,81110,42826,6827,INFO,dfs.DataNode$DataXceiver,10.251.67.4:50010 Served block blk_-2901225370888235702 to /10.251.91.84,E1,<*>:<*> Served block blk_<*> to /<*>,301,blk_-2901225370888235702,1,72,6,Unknown,0,0,80,454,1920,1,1,1,1,7.0,1.0,0.3467146468832853,0.3595655632374373,0,447,1,0
303,81110,45413,6957,INFO,dfs.DataNode$DataXceiver,10.251.215.50:50010 Served block blk_3963698556744744747 to /10.251.107.196,E1,<*>:<*> Served block blk_<*> to /<*>,302,blk_3963698556744744747,1,75,6,Unknown,0,0,80,454,1920,1,1,1,1,7.0,1.0,0.34506864638641765,0.3595655632374373,0,568,1,0
304,81110,50300,6683,INFO,dfs.DataNode$DataXceiver,10.251.30.134:50010 Served block blk_2039230511363331616 to /10.251.65.203,E1,<*>:<*> Served block blk_<*> to /<*>,303,blk_2039230511363331616,1,74,6,Unknown,0,0,80,454,1920,1,1,1,1,7.0,1.0,0.3445954684828471,0.3595655632374373,0,598,1,0
305,81110,51323,6956,INFO,dfs.DataNode$DataXceiver,10.251.71.146:50010 Served block blk_8482111101480751895 to /10.251.71.146,E1,<*>:<*> Served block blk_<*> to /<*>,304,blk_8482111101480751895,1,74,6,Unknown,0,0,80,454,1920,1,1,1,1,6.0,1.0,0.34278555966887153,0.3595655632374373,0,707,1,0
306,81110,54642,7145,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-5919767990596301121 to /10.251.215.16,E1,<*>:<*> Served block blk_<*> to /<*>,305,blk_-5919767990596301121,1,75,6,Unknown,0,0,80,454,1920,1,1,1,1,5.0,1.0,0.34198190278440005,0.3595655632374373,0,763,1,0
307,81110,60453,7193,INFO,dfs.DataNode$DataXceiver,10.251.199.225:50010 Served block blk_8457344665564381337 to /10.251.199.225,E1,<*>:<*> Served block blk_<*> to /<*>,306,blk_8457344665564381337,1,76,6,Unknown,0,0,80,454,1920,1,1,1,1,5.0,1.0,0.34214976848416706,0.3595655632374373,0,751,1,0
308,81110,60934,7211,INFO,dfs.DataNode$DataXceiver,10.251.66.102:50010 Served block blk_2986720270598512615 to /10.251.66.102,E1,<*>:<*> Served block blk_<*> to /<*>,307,blk_2986720270598512615,1,74,6,Unknown,0,0,80,454,1920,1,1,1,1,5.0,1.0,0.34595959104393365,0.3595655632374373,0,502,1,0
309,81110,65635,7324,INFO,dfs.DataNode$DataXceiver,10.251.90.64:50010 Served block blk_-5719934513583495857 to /10.251.199.245,E1,<*>:<*> Served block blk_<*> to /<*>,308,blk_-5719934513583495857,1,75,6,Unknown,0,0,80,454,1920,1,1,1,1,5.0,1.0,0.34292248768977207,0.3595655632374373,0,698,1,0
310,81110,70326,7430,WARN,dfs.DataNode$DataXceiver,10.251.75.228:50010:Got exception while serving blk_-7680599654910200999 to /10.251.75.228:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,309,blk_-7680599654910200999,1,91,7,Unknown,0,2,80,454,80,1,1,0,1,4.0,1.0,0.36141827588114417,0.3595655632374373,1,78,1,1
311,81110,70334,7327,INFO,dfs.DataNode$DataXceiver,10.251.111.37:50010 Served block blk_-6050976999174805557 to /10.251.111.37,E1,<*>:<*> Served block blk_<*> to /<*>,310,blk_-6050976999174805557,1,75,6,Unknown,0,0,80,454,1920,1,1,0,1,3.0,1.0,0.3419284118694059,0.3595655632374373,0,767,1,0
312,81110,70347,7574,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_1598414622053793245 to /10.251.90.239,E1,<*>:<*> Served block blk_<*> to /<*>,311,blk_1598414622053793245,1,72,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.34798491822792793,0.3595655632374373,0,375,1,0
313,81110,70614,7513,INFO,dfs.DataNode$DataXceiver,10.250.19.16:50010 Served block blk_-7837339190764609698 to /10.251.197.161,E1,<*>:<*> Served block blk_<*> to /<*>,312,blk_-7837339190764609698,1,75,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.3463654121302733,0.3595655632374373,0,477,1,0
314,81110,70921,7744,INFO,dfs.DataNode$DataXceiver,10.251.39.144:50010 Served block blk_-8187008844253719581 to /10.251.91.32,E1,<*>:<*> Served block blk_<*> to /<*>,313,blk_-8187008844253719581,1,74,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.34203030447691074,0.3595655632374373,0,762,1,0
315,81110,71154,7627,INFO,dfs.DataNode$DataXceiver,10.251.214.112:50010 Served block blk_4081177399275502985 to /10.251.110.68,E1,<*>:<*> Served block blk_<*> to /<*>,314,blk_4081177399275502985,1,75,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.34611126938804904,0.3595655632374373,0,492,1,0
316,81110,71426,7742,INFO,dfs.DataNode$DataXceiver,10.251.42.191:50010 Served block blk_3515154079719300106 to /10.251.42.191,E1,<*>:<*> Served block blk_<*> to /<*>,315,blk_3515154079719300106,1,74,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.34882807831145873,0.3595655632374373,0,327,1,0
317,81110,71657,7700,WARN,dfs.DataNode$DataXceiver,10.251.38.214:50010:Got exception while serving blk_5547569777499890340 to /10.251.195.52:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,316,blk_5547569777499890340,1,90,7,Unknown,0,2,80,454,80,1,1,0,1,2.0,1.0,0.3645398591464943,0.3595655632374373,1,51,1,1
318,81110,72121,7820,INFO,dfs.DataNode$DataXceiver,10.251.123.99:50010 Served block blk_5385121219895615240 to /10.251.71.146,E1,<*>:<*> Served block blk_<*> to /<*>,317,blk_5385121219895615240,1,74,6,Unknown,0,0,80,454,1920,1,1,0,1,2.0,1.0,0.34124961218239114,0.3595655632374373,0,814,1,0
319,81110,72124,7772,WARN,dfs.DataNode$DataXceiver,10.251.42.246:50010:Got exception while serving blk_-7658293778087733436 to /10.251.30.179:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,318,blk_-7658293778087733436,1,91,7,Unknown,0,2,80,454,80,1,1,0,1,2.0,1.0,0.37104072626913853,0.3595655632374373,1,13,1,1
320,81110,80546,7970,WARN,dfs.DataNode$DataXceiver,10.251.111.130:50010:Got exception while serving blk_3169060243663461885 to /10.251.214.32:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,319,blk_3169060243663461885,1,91,7,Unknown,0,2,80,454,80,1,1,1,1,2.0,1.0,0.37085755466139425,0.3595655632374373,1,15,1,1
321,81110,80555,8227,INFO,dfs.DataNode$DataXceiver,10.250.11.194:50010 Served block blk_3087787567144441647 to /10.251.91.84,E1,<*>:<*> Served block blk_<*> to /<*>,320,blk_3087787567144441647,1,73,6,Unknown,0,0,80,454,1920,1,1,0,1,2.0,1.0,0.3408409274396515,0.3595655632374373,0,839,1,0
322,81110,80718,7850,INFO,dfs.DataNode$DataXceiver,10.250.10.100:50010 Served block blk_-3657665801189425193 to /10.250.10.100,E1,<*>:<*> Served block blk_<*> to /<*>,321,blk_-3657665801189425193,1,75,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.35130463039191867,0.3595655632374373,0,260,1,0
323,81110,80724,8080,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-3457731723401426942 to /10.251.74.79,E1,<*>:<*> Served block blk_<*> to /<*>,322,blk_-3457731723401426942,1,73,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.3448525126196819,0.3595655632374373,0,577,1,0
324,81110,80814,8123,INFO,dfs.DataNode$DataXceiver,10.251.42.84:50010 Served block blk_6105506155797750768 to /10.251.42.84,E1,<*>:<*> Served block blk_<*> to /<*>,323,blk_6105506155797750768,1,72,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.34837909324142735,0.3595655632374373,0,351,1,0
325,81110,80847,8088,WARN,dfs.DataNode$DataXceiver,10.251.26.8:50010:Got exception while serving blk_-8522942048313632858 to /10.251.31.85:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,324,blk_-8522942048313632858,1,88,7,Unknown,0,2,80,454,80,1,1,0,1,2.0,1.0,0.36408805946112177,0.3595655632374373,1,56,1,1
326,81110,80922,7633,INFO,dfs.DataNode$DataXceiver,10.251.203.246:50010 Served block blk_365496398062338141 to /10.251.203.246,E1,<*>:<*> Served block blk_<*> to /<*>,325,blk_365496398062338141,1,75,6,Unknown,0,0,80,454,1920,1,1,0,1,2.0,1.0,0.3413928512236606,0.3595655632374373,0,805,1,0
327,81110,80949,7994,INFO,dfs.DataNode$DataXceiver,10.250.19.227:50010 Served block blk_3979872751691718643 to /10.250.19.227,E1,<*>:<*> Served block blk_<*> to /<*>,326,blk_3979872751691718643,1,74,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.3467382785360624,0.3595655632374373,0,446,1,0
328,81110,81044,8125,WARN,dfs.DataNode$DataXceiver,10.251.123.1:50010:Got exception while serving blk_-272707591443354058 to /10.251.198.33:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,327,blk_-272707591443354058,1,89,7,Unknown,0,2,80,454,80,1,1,0,1,2.0,1.0,0.36148443292093474,0.3595655632374373,1,77,1,1
329,81110,81054,8108,WARN,dfs.DataNode$DataXceiver,10.251.90.239:50010:Got exception while serving blk_-8679916835272129336 to /10.250.15.198:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,328,blk_-8679916835272129336,1,91,7,Unknown,0,2,80,454,80,1,1,1,1,2.0,1.0,0.36872916156467017,0.3595655632374373,1,29,1,1
330,81110,81337,8145,WARN,dfs.DataNode$DataXceiver,10.251.66.102:50010:Got exception while serving blk_6106884317961925960 to /10.251.66.102:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,329,blk_6106884317961925960,1,90,7,Unknown,0,2,80,454,80,1,1,1,1,2.0,1.0,0.3650712038625185,0.3595655632374373,1,48,1,1
331,81110,81515,8312,WARN,dfs.DataNode$DataXceiver,10.251.31.5:50010:Got exception while serving blk_6332892729727950039 to /10.251.123.1:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,330,blk_6332892729727950039,1,87,7,Unknown,0,2,80,454,80,1,1,1,1,2.0,1.0,0.3623382944102544,0.3595655632374373,1,68,1,1
332,81110,81643,8095,INFO,dfs.DataNode$DataXceiver,10.251.195.52:50010 Served block blk_6655622109568310643 to /10.251.195.52,E1,<*>:<*> Served block blk_<*> to /<*>,331,blk_6655622109568310643,1,74,6,Unknown,0,0,80,454,1920,1,1,0,1,2.0,1.0,0.3399765701539031,0.3595655632374373,0,899,1,0
333,81110,81643,8247,WARN,dfs.DataNode$DataXceiver,10.250.17.225:50010:Got exception while serving blk_-5935642747315643391 to /10.251.199.150:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,332,blk_-5935642747315643391,1,92,7,Unknown,0,2,80,454,80,1,1,0,1,2.0,1.0,0.3688102446348855,0.3595655632374373,1,28,1,1
334,81110,81741,8169,WARN,dfs.DataNode$DataXceiver,10.251.215.70:50010:Got exception while serving blk_-20269367189114433 to /10.251.30.179:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,333,blk_-20269367189114433,1,89,7,Unknown,0,2,80,454,80,1,1,1,1,2.0,1.0,0.36596979655692724,0.3595655632374373,1,44,1,1
335,81110,82013,8326,INFO,dfs.DataNode$DataXceiver,10.251.43.115:50010 Served block blk_-7364557883931785608 to /10.251.43.115,E1,<*>:<*> Served block blk_<*> to /<*>,334,blk_-7364557883931785608,1,75,6,Unknown,0,0,80,454,1920,1,1,0,1,2.0,1.0,0.3407999287216062,0.3595655632374373,0,843,1,0
336,81110,82043,8305,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_2322432806134104317 to /10.251.215.16,E1,<*>:<*> Served block blk_<*> to /<*>,335,blk_2322432806134104317,1,74,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.34138688659872135,0.3595655632374373,0,806,1,0
337,81110,82444,8172,INFO,dfs.DataNode$DataXceiver,10.251.109.209:50010 Served block blk_4848669047361069041 to /10.251.26.177,E1,<*>:<*> Served block blk_<*> to /<*>,336,blk_4848669047361069041,1,75,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.3429809321828968,0.3595655632374373,0,693,1,0
338,81110,82702,8223,WARN,dfs.DataNode$DataXceiver,10.250.15.198:50010:Got exception while serving blk_-1851265222873801714 to /10.251.195.52:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,337,blk_-1851265222873801714,1,91,7,Unknown,0,2,80,454,80,1,1,0,1,2.0,1.0,0.36720595396499783,0.3595655632374373,1,35,1,1
339,81110,82706,8552,WARN,dfs.DataNode$DataXceiver,10.251.198.33:50010:Got exception while serving blk_-8495670552887053546 to /10.250.10.223:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,338,blk_-8495670552887053546,1,91,7,Unknown,0,2,80,454,80,1,1,1,1,2.0,1.0,0.36915588043583636,0.3595655632374373,1,23,1,1
340,81110,82737,8341,WARN,dfs.DataNode$DataXceiver,10.250.19.227:50010:Got exception while serving blk_-7372087176866857012 to /10.251.110.68:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,339,blk_-7372087176866857012,1,91,7,Unknown,0,2,80,454,80,1,1,1,1,2.0,1.0,0.3688324847316041,0.3595655632374373,1,27,1,1
341,81110,82954,8543,WARN,dfs.DataNode$DataXceiver,10.251.70.112:50010:Got exception while serving blk_4357276972386184626 to /10.251.74.79:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,340,blk_4357276972386184626,1,89,7,Unknown,0,2,80,454,80,1,1,1,1,2.0,1.0,0.36241304961159676,0.3595655632374373,1,67,1,1
342,81110,83045,8495,WARN,dfs.DataNode$DataXceiver,10.251.215.16:50010:Got exception while serving blk_-4590972095204776122 to /10.251.30.6:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,341,blk_-4590972095204776122,1,89,7,Unknown,0,2,80,454,80,1,1,1,1,2.0,1.0,0.3650424476829705,0.3595655632374373,1,49,1,1
343,81110,83121,8197,INFO,dfs.DataNode$DataXceiver,10.251.106.214:50010 Served block blk_-8277873627721528374 to /10.251.122.79,E1,<*>:<*> Served block blk_<*> to /<*>,342,blk_-8277873627721528374,1,76,6,Unknown,0,0,80,454,1920,1,1,0,1,2.0,1.0,0.3447853280180585,0.3595655632374373,0,584,1,0
344,81110,83231,8530,INFO,dfs.DataNode$DataXceiver,10.250.10.176:50010 Served block blk_3797494971676497497 to /10.251.29.239,E1,<*>:<*> Served block blk_<*> to /<*>,343,blk_3797494971676497497,1,74,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.34554220635838373,0.3595655632374373,0,536,1,0
345,81110,83328,8416,INFO,dfs.DataNode$DataXceiver,10.251.126.22:50010 Served block blk_805587860540600864 to /10.251.126.22,E1,<*>:<*> Served block blk_<*> to /<*>,344,blk_805587860540600864,1,73,6,Unknown,0,0,80,454,1920,1,1,1,1,2.0,1.0,0.34430282178908034,0.3595655632374373,0,618,1,0
346,81110,83453,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_3141363517520802396,E14,Verification succeeded for blk_<*>,345,blk_3141363517520802396,1,50,4,Unknown,0,13,20,20,1920,1,1,0,0,3.0,1.0,0.3434834199650686,0.3595655632374373,0,653,1,0
347,81110,85042,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-1383276859207001328,E14,Verification succeeded for blk_<*>,346,blk_-1383276859207001328,1,51,4,Unknown,0,13,20,20,1920,1,1,1,1,3.0,1.0,0.3499581141827045,0.3595655632374373,0,295,1,0
348,81110,85933,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4117999745005013424,E14,Verification succeeded for blk_<*>,347,blk_-4117999745005013424,1,51,4,Unknown,0,13,20,20,1920,1,1,1,1,3.0,1.0,0.35091468258314806,0.3595655632374373,0,267,1,0
349,81110,91216,7593,WARN,dfs.DataNode$DataXceiver,10.251.107.50:50010:Got exception while serving blk_4524198807982839635 to /10.251.122.79:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,348,blk_4524198807982839635,1,90,7,Unknown,0,2,80,454,80,1,1,0,0,3.0,1.0,0.36366015508130106,0.3595655632374373,1,60,1,1
350,81110,91550,8683,WARN,dfs.DataNode$DataXceiver,10.251.111.209:50010:Got exception while serving blk_7505828172725463922 to /10.251.111.209:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,349,blk_7505828172725463922,1,92,7,Unknown,0,2,80,454,80,1,1,1,1,3.0,1.0,0.36304285972030803,0.3595655632374373,1,64,1,1
351,81110,91657,8720,WARN,dfs.DataNode$DataXceiver,10.251.70.211:50010:Got exception while serving blk_424255210146453297 to /10.251.203.179:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,350,blk_424255210146453297,1,90,7,Unknown,0,2,80,454,80,1,1,1,1,3.0,1.0,0.36126670343496153,0.3595655632374373,1,82,1,1
352,81110,91800,8380,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_666713934549639791 to /10.250.14.224,E1,<*>:<*> Served block blk_<*> to /<*>,351,blk_666713934549639791,1,73,6,Unknown,0,0,80,454,1920,1,1,0,1,3.0,1.0,0.3438679505544144,0.3595655632374373,0,634,1,0
353,81110,92131,8815,INFO,dfs.DataNode$DataXceiver,10.251.30.179:50010 Served block blk_-2975629975082443857 to /10.251.30.179,E1,<*>:<*> Served block blk_<*> to /<*>,352,blk_-2975629975082443857,1,75,6,Unknown,0,0,80,454,1920,1,1,1,1,3.0,1.0,0.3434839139649949,0.3595655632374373,0,652,1,0
354,81110,92151,8601,WARN,dfs.DataNode$DataXceiver,10.251.126.22:50010:Got exception while serving blk_1686195200514944346 to /10.250.6.223:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,353,blk_1686195200514944346,1,89,7,Unknown,0,2,80,454,80,1,1,0,1,3.0,1.0,0.3662892936689254,0.3595655632374373,1,43,1,1
355,81110,92459,8650,INFO,dfs.DataNode$DataXceiver,10.250.9.207:50010 Served block blk_4355450627202483068 to /10.250.9.207,E1,<*>:<*> Served block blk_<*> to /<*>,354,blk_4355450627202483068,1,72,6,Unknown,0,0,80,454,1920,1,1,0,1,3.0,1.0,0.3431302866744459,0.3595655632374373,0,681,1,0
356,81110,92815,8872,INFO,dfs.DataNode$DataXceiver,10.250.6.191:50010 Served block blk_5952254363678329024 to /10.250.6.191,E1,<*>:<*> Served block blk_<*> to /<*>,355,blk_5952254363678329024,1,72,6,Unknown,0,0,80,454,1920,1,1,1,1,3.0,1.0,0.34474145667987793,0.3595655632374373,0,588,1,0
357,81110,93020,8827,WARN,dfs.DataNode$DataXceiver,10.251.70.211:50010:Got exception while serving blk_-667933171485085225 to /10.251.203.246:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,356,blk_-667933171485085225,1,91,7,Unknown,0,2,80,454,80,1,1,0,1,3.0,1.0,0.3612819157619241,0.3595655632374373,1,80,1,1
358,81110,93643,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_9188832735514090334,E14,Verification succeeded for blk_<*>,357,blk_9188832735514090334,1,50,4,Unknown,0,13,20,20,1920,1,1,0,0,3.0,1.0,0.3458009897326899,0.3595655632374373,0,515,1,0
359,81110,93831,8571,INFO,dfs.DataNode$DataXceiver,10.251.106.10:50010 Served block blk_2273334621242106674 to /10.251.106.10,E1,<*>:<*> Served block blk_<*> to /<*>,358,blk_2273334621242106674,1,74,6,Unknown,0,0,80,454,1920,1,1,0,0,3.0,1.0,0.34024980751122824,0.3595655632374373,0,884,1,0
360,81110,94019,8808,WARN,dfs.DataNode$DataXceiver,10.251.125.193:50010:Got exception while serving blk_3790492230047189408 to /10.251.199.159:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,359,blk_3790492230047189408,1,92,7,Unknown,0,2,80,454,80,1,1,0,1,3.0,1.0,0.36173501034674815,0.3595655632374373,1,74,1,1
361,81110,94657,7835,INFO,dfs.DataNode$DataXceiver,10.251.107.50:50010 Served block blk_-2285729896739318683 to /10.251.70.5,E1,<*>:<*> Served block blk_<*> to /<*>,360,blk_-2285729896739318683,1,73,6,Unknown,0,0,80,454,1920,1,1,0,1,3.0,1.0,0.34222231042060963,0.3595655632374373,0,748,1,0
362,81110,103026,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1233005817943453613 is added to invalidSet of 10.251.75.49:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,361,blk_-1233005817943453613,1,95,9,Unknown,0,5,224,659,1920,1,0,0,0,4.0,1.0,0.3363854686012586,0.3595655632374373,0,1052,1,0
363,81110,103026,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-8736461628840265232 is added to invalidSet of 10.251.195.70:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,362,blk_-8736461628840265232,1,96,9,Unknown,0,5,224,659,1920,1,0,1,1,4.0,1.0,0.3359480082932424,0.3595655632374373,0,1070,1,0
364,81110,103027,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_166171721314010075 is added to invalidSet of 10.251.30.85:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,363,blk_166171721314010075,1,93,9,Unknown,0,5,224,659,1920,1,0,1,1,4.0,1.0,0.33890436652339995,0.3595655632374373,0,938,1,0
